product_name,product_code
"Waterers, each with a self-contained electric motor powered through an external adapter that plugs into a wall socket or electrical outlet or uses batteries, such devices which filter a continuously flowing water fountain or replenish water when volume is below a certain fill level, the foregoing designed for domestic use by dogs and cats (provided for in subheading 8509.80.50)",9902.16.29
"Feeders designed for use with fish, each with a self-contained electric motor powered by batteries, with retaining clips or clamps to attach to a household aquarium, the foregoing which can be programmed to disperse various quantities of food at preset times (provided for in subheading 8509.80.50)",9902.16.30
"Electromechanical knives, each with self-contained electric motor (provided for in subheading 8509.80.50), the foregoing only if valued either less than $8 or more than $40 each",9902.16.31
"Hand-held battery-operated automatic can openers, each with self-contained electric motor, such can operners weighing not over 20 kg exclusive of extra interchangeable parts or detachable auxiliary devices (provided for in subheading 8509.80.50)",9902.16.32
"Stainless steel food beaters, designed for use solely on electromechanical hand-held food mixers suitable for domestic purposes (provided for in subheading 8509.90.55).",9902.16.33
Stainless steel dough hooks designed for use solely on electromechanical food hand mixers suitable for domestic purposes (provided for in subheading 8509.90.55),9902.16.34
"Electrothermal bowls designed for use with electromechanical stand food mixers of a kind used for domestic purposes, each bowl having a control panel with digital display (provided for in subheading 8509.90.55)",9902.16.35
"Stainless steel bowls designed for use on electromechanical stand food mixers, each having a capacity greater than 4.7 liters but not exceeding 8.6 liters (whether or not having a single stainless steel vertically oriented welded handle), the foregoing each having a rolled top edge and two welded stainless steel side brackets with circular holes (provided for in subheading 8509.90.55)",9902.16.36
"Stainless steel bowls designed for use on electromechanical stand food mixers, each having a capacity greater than 3.3 liters but not exceeding 4.8 liters (whether or not having a single stainless steel vertically oriented welded handle), the foregoing each having a rolled top edge and welded stainless steel base with four protrusions designed to interlock with a stand food mixer base (provided for in subheading 8509.90.55)",9902.16.37
Used electric starter motors for spark ignition or compression ignition internal combustion engines (provided for in subheading 8511.40.00),9902.16.38
"New alternators rated to produce voltage at 24 V and current at 500 A or more, designed to power military diesel engine components and supporting systems, such alternators each weighing less than 55 kg and measuring less than 300 mm in diameter (provided for in subheading 8511.50.00)",9902.16.39
Used generators (alternators) of a kind used in conjunction with spark ignition or compression ignition internal combustion engines (provided for in subheading 8511.50.00),9902.16.40
"Parts of signaling equipment, each with pressed sealing on the flanges (provided for in subheading 8512.90.20)",9902.16.41
"Electric heating units designed for permanent ceiling installation, each containing a heater and one or two infrared bulbs, with or without a fan (provided for in subheading 8516.29.00)",9902.16.42
"Heating units each combining a heater, a fan and a light for residential use, designed for permanent ceiling installation, each containing an adjustable louver mounted in the grille, such louver may be rotated 360 degrees for the flow of heat output to be manually self-positioned (provided for in subheading 8516.29.00)",9902.16.43
"High-capacity heating units, designed to be permanently mounted into a wall and for use in residential households, each generating 1000 and 1500 W, containing a grille, with or without built-in thermostat (provided for in subheading 8516.29.00)",9902.16.44
"Electrothermic steam irons of a kind used for domestic purposes, capable of operating without power cord connected to mains, each with detachable base (provided in subheading 8516.40.40)",9902.16.45
"Electrothermic steam irons of a kind used for domestic purposes, each with a ceramic-coated cast aluminum sole plate (provided for in subheading 8516.40.40), the foregoing not capable of operating without power connected to mains",9902.16.46
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity greater than 48 liters but not exceeding 49 liters, the foregoing containing a glass turntable plate with a diameter greater than 30 cm but not exceeding 31 cm and with a door having an exterior molded plastic handle (provided for in subheading 8516.50.00)",9902.16.47
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity greater than 48 liters but not exceeding 49 liters, the foregoing having a glass turntable plate with a diameter greater than 30 cm but not exceeding 31 cm and a door with exterior metal handle (provided for in subheading 8516.50.00)",9902.16.48
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity greater than 53 liters but not exceeding 55 liters, the foregoing having a glass turntable plate with a diameter greater than 30 cm but not exceeding 31 cm (provided for in subheading 8516.50.00)",9902.16.49
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having an oven capacity of greater than 58 liters but not exceeding 60 liters, the foregoing having a glass turntable plate with a diameter greater than 30 cm but not exceeding 32 cm (provided for in subheading 8516.50.00)",9902.16.50
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having an oven capacity of greater than 58 liters but not exceeding 60 liters, the foregoing having a glass turntable plate with a diameter greater than 35 cm but not exceeding 37 cm (provided for in subheading 8516.50.00)",9902.16.51
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity of greater than 53 liters but not exceeding 55 liters, the foregoing having a glass turntable plate with a diameter greater than 35 cm but not exceeding 37 cm (provided for in subheading 8516.50.00)",9902.16.52
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity of 56 liters or more but not over 58 liters, having a glass turntable plate with a diameter measuring 30 cm or more but not over 31 cm (provided for in subheading 8516.50.00)",9902.16.53
"Microwave ovens with integral range hoods, of a kind used for domestic purposes, each having oven capacity of greater than 56 liters but not exceeding 58 liters, the foregoing having a glass rectangular turntable plate (provided for in subheading 8516.50.00)",9902.16.54
"Electrothermic waffle makers, of a kind used for domestic purposes, with dual-sided plates positioned vertically and deep grids divided into equal quarters in a circular shape mold, with funnel on top; such appliances in stainless steel housing, with a spout including fill mark level and a release to open housing for waffle removal (provided for in subheading 8516.60.60)",9902.16.55
"Electrothermic multifunction grills of a kind used for domestic purposes, each incorporating a cooking plate for use as a grill, griddle or oven, with removable power cord with a thermostatic control (provided for in subheading 8516.60.60)",9902.16.56
"Electrothermic dual-grid sandwich grilling appliances of a kind used for domestic purposes, each with a locking latch and floating upper lid (provided for in subheading 8516.60.60), the foregoing without thermostatic control",9902.16.57
"Electrothermic automatic drip coffee makers of a kind used for domestic purposes, each capable of brewing multiple servings and incorporating a removable water tank with a handle; the foregoing excluding coffee makers with dome-shaped housing or designed for permanent installation into a wall, cabinet or shelf, and excluding coffee makers designed to utilize coffee capsules or pods (provided for in subheading 8516.71.00)",9902.16.58
"Electrothermic automatic coffee makers of a kind used for domestic purposes, each having a dome-shaped housing over the brewing chamber, the foregoing capable of brewing multiple servings and designed to heat all water in separate heating chamber before releasing heated water into brewing chamber (provided for in subheading 8516.71.00)",9902.16.59
"Electrothermic siphon coffee brewers of a kind used for domestic purposes, each with upper globe-shaped chamber that seals to bottom carafe magnetically, the foregoing having an electronic control in base (provided for in subheading 8516.71.00)",9902.16.60
"Electrothermic tea kettles, of a kind used for domestic purposes, each with clear glass chamber, having a stainless steel tea steeper and hinged metal limescale filter, the foregoing having a base containing a temperature control lever (provided for in subheading 8516.71.00)",9902.16.61
"Electrothermic coffee machines of a kind used for domestic purposes, designed to brew using coffee capsules, each having a loading lever containing both stainless steel and plastic (provided for in subheading 8516.71.00)",9902.16.62
"Electrothermic espresso makers of a kind used for domestic purposes, each with hydraulically activated ""shower head"" spray with automatic tamping and retraction functionality and magnetic locking drawer style filter, the foregoing without bayonet locking tabs (provided for in subheading 8516.71.00)",9902.16.63
"Automatic drip coffee makers of a kind used for domestic purposes, each with an electronic programmable clock and with a front-access water reservoir and brew basket (provided for in subheading 8516.71.00); the foregoing other than coffee makers with removable water tank or with dome-shaped housing over brewing chamber",9902.16.64
"Electrothermic automatic drip coffee makers of a kind used for domestic purposes, each with electronic clock and self-contained coffee holding chamber, the foregoing designed to be used without separate carafe (provided for in subheading 8516.71.00); the foregoing excluding coffee makers (i) designed for permanent installation in a wall, cabinet or shelf, (ii) with removable tank with a handle or (iii) with loading lever containing both stainless steel and plastics",9902.16.65
"Electrothermic automatic coffee makers of a kind used for domestic purposes, each incorporated into a housing for permanent installation into a wall or cabinet or on a shelf and capable of remote operation via wireless connection to a smartphone or tablet (provided for in subheading 8516.71.00)",9902.16.66
"Electrothermic toaster ovens of a kind used for domestic purposes, each incorporating a single-slot toaster opening on top of the oven (provided for in subheading 8516.72.00)",9902.16.67
"Electrothermic painted metal dome-shaped kettles, of a kind used for domestic purposes, each with a circular thermometer display and a base containing a temperature control lever and power button (provided for in subheading 8516.79.00)",9902.16.68
"Electrothermic stainless steel cylindrical kettles, of a kind used for domestic purposes, each with a liquid crystal display and operational control buttons and display on top of the handle and having a translucent capacity indicator behind the handle (provided for in subheading 8516.79.00)",9902.16.69
"Electrothermic slow cookers of a kind used for domestic purposes with stainless steel or painted metal exterior, each with a glass lid and removable ceramic cooking pot with a capacity of 5.68 liters, such cooker having five cooking functions (slow cook, brown and saute, steam, bake and roast) controlled by a digital control panel (provided for in subheading 8516.79.00), the foregoing without a thermometer probe or boiling and simmering functions",9902.16.70
"Electrothermic slow cookers of a kind used for domestic purposes, with stainless steel or painted metal exterior, each with a glass lid and removable ceramic cooking pot with a capacity of 5.68 liters, such cookers having three cooking functions (bake, saute and slow cooking) operated by a digital control panel (provided for in subheading 8516.79.00), the foregoing without a thermometer probe or boiling and simmering functions",9902.16.71
"Electrothermic slow cookers of a kind used for domestic purposes, with stainless steel or painted metal exterior, each with one primary removable ceramic cooking pot with a capacity of 3.31 liters and with two removable ceramic cooking pots each having a capacity of 1.42 liters located above the primary unit and attached to swing arms that can move to the left and right of such primary unit, with separate knobs to control temperature of each cooking pot (provided for in subheading 8516.79.00), the foregoing without a thermometer probe or boiling and simmering functions",9902.16.72
"Electrothermic sandwich cookers of a kind used for domestic purposes, designed to be used with round bread (provided for in subheading 8516.79.00)",9902.16.73
"Electrothermic multifunctional cookers (multicookers) of a kind used for domestic purposes, each incorporating a timer and designed to prepare foods by various methods, including boiling, simmering, baking, frying, roasting or stewing (provided for in subheading 8516.79.00), the foregoing without a thermometer probe",9902.16.74
"Electrothermic programmable slow cookers of a kind used for domestic purposes, with thermometer probe (provided for in subheading 8516.79.00), the foregoing without boiling and simmering functions",9902.16.75
"Electrothermic pressure cookers of a kind used for domestic purposes, with a capacity of not less than 5 liters, rated more than 1000 W but not more than 1200 W (provided for in subheading 8516.79.00)",9902.16.76
"Electrothermic rice cookers of a kind used for domestic purposes, rated 200 W or less, each with detachable power cord (provided for in subheading 8516.79.00)",9902.16.77
"Electrothermic pressure cookers of a kind used for domestic purposes, each with a capacity of not less than 5 liters and rated more than 1200 W but not more than 1400 W (provided for in subheading 8516.79.00)",9902.16.78
"Electrothermic pressure cookers of a kind used for domestic purposes, each with a capacity of less than 5 liters and rated from 800 W to 1000 W (provided for in subheading 8516.79.00)",9902.16.79
"Electrothermic hot oil popcorn poppers of a kind used for domestic purposes, each with rotating metal wire stirring sticks and mechanical tumbler action (provided for in subheading 8516.79.00)",9902.16.80
"Electrothermic plug-mounted room deodorizers of a kind used for domestic purposes, each with decorative non-plastic housing, not incorporating a rheostat; such appliances intended for use with fragrant wax, whether or not presented with wax (provided for in subheading 8516.79.00)",9902.16.81
"Handheld electrothermic garment steamers of a kind used for domestic purposes, each with body of plastics, with output rated less than 1000 W, with retractable cord and weighing not more than 1 kg, whether or not packaged with a storage bag (provided for in subheading 8516.79.00)",9902.16.82
"Vacuum insulated coffee carafes, with interior and exterior of stainless steel, each with a capacity over 1 liter but not over 2 liters and plastic brew-through lid for direct brewing (provided for in subheading 8516.90.90)",9902.16.83
"Vacuum insulated thermal pitchers, each with stainless steel interior and exterior, with a capacity exceeding 1 liter but not exceeding 2 liters, measuring 27.94 cm or more but not over 30.48 cm in height, with plastic brew-through lid for direct brewing and plastic spout and handle for pouring (provided for in subheading 8516.90.90)",9902.16.84
"Flat panel liquid crystal display (LCD) television reception apparatus, each including a television tuner, designed for incorporation into exercise equipment (provided for in subheading 8528.72.72)",9902.16.85
15 Amp ground fault circuit interrupters (provided for in subheading 8536.30.80),9902.16.86
Ground fault circuit interrupters rated at 20 A (provided for in subheading 8536.30.80),9902.16.87
"Arc fault circuit interrupters, including dual function arc/ground fault circuit interrupters (provided for in subheading 8536.30.80)",9902.16.88
"Lamp-holder housings of porcelain, containing sockets (provided for subheading 8536.61.00)",9902.16.89
"Assemblies each comprising a chassis or shelving of subheading 8517.70 combined with a backplane (panel/distribution board) equipped with two or more apparatus of heading 8535 or 8536, for electric control or the distribution of electricity, for a voltage not exceeding 1,000 V (provided for in subheading 8537.10.91)",9902.16.90
Printed circuit assemblies suitable for use solely with ground fault circuit interrupters (GFCIs) and arc fault circuit interrupters (AFCIs) of subheading 8536.30.80 (provided for in subheading 8538.90.30),9902.16.91
"Ultraviolet lamps filled with deuterium gas, each without radio-frequency identification device and valued over $300 (provided for in subheading 8539.49.00)",9902.16.92
"Ultraviolet lamps filled with deuterium gas, each with radio-frequency identification device and valued over $300 (provided for in subheading 8539.49.00)",9902.16.93
"Cathode-ray data/graphic display tubes, color, with a phosphor dot screen pitch smaller than .4mm and with less than 90-degree deflection.(provided for in subheading 8540.40.10)",9902.16.94
"Position sensors, each designed to emit digital pulses when rotated or moved linearly, consisting of an outer housing with dimensions of approximately 67 mm by 50 mm by 24 mm that contains an electrical connector and a printed circuit assembly, such sensors certified by the importer as designed for use in ground-based observatories (provided for in subheading 8543.70.45)",9902.16.95
"Electrical cables and cable bundles for a voltage not exceeding 1,000 V, fitted with connectors (provided for in subheading 8544.42.90), the foregoing of a kind used with machines and apparatus for the manufacture or inspection of semiconductor devices of subheading 8486.20.00 or with optical instruments and appliances for inspecting semiconductor wafers of 9031.41.00",9902.16.96
"Motor chassis fitted with cabs, each consisting of a motor vehicle chassis fitted with only electric motor for propulsion and a cab, with G.V.W. exceeding 5 metric tons but not exceeding 20 metric tons and for the transport of goods (provided for in subheading 8704.90.00)",9902.16.97
Used gear boxes for the vehicles of subheading 8701.20 or heading 8704 (provided for in subheading 8708.40.11),9902.17.01
"New gear boxes for the vehicles of headings 8702 or 8704, the foregoing gear boxes with six speeds and with peak torque rating of at least 69 kg-m but not greater than 110 kg-m (provided for in subheading 8708.40.11)",9902.17.02
"Used gear boxes for vehicles of subheadings 8701.30.50, 8701.91, 8701.92, 8701.93, 8701.94 and 8701.95 (provided for in subheading 8708.40.50)",9902.17.03
"Differentials for vehicles of heading 8703, each incorporating a self-contained silicone-fluid filled reservoir, shear pump and progressively-locking clutch pack, the foregoing other than for tractors (except road tractors) (provided for in subheading 8708.50.89)",9902.17.04
"Suspension system stabilizer bars of alloy steel, weighing not more than 40 kg, designed for use in Class 7 and Class 8 heavy duty trucks only (provided for in subheading 8708.80.65)",9902.17.05
Mufflers and exhaust pipes for motor vehicles of headings 8701 to 8705 (other than for tractors suitable for agricultural use) (provided for in subheading 8708.92.50) and parts thereof (provided for in subheading 8708.92.75),9902.17.06
"Bicycles each with no seat, no seat tube and no seat stay, designed to be pedaled by a user in a standing position only, such bicycles having both wheels not exceeding 63.5 cm in diameter (provided for in subheading 8712.00.15).",9902.17.07
"Cycles, each either with two wheels and having both wheels not exceeding 63.5 cm in diameter, or with three wheels; all the foregoing propelled by laterally mounted pedals designed to be pushed in an alternative elliptical step motion (provided for in subheading 8712.00.50)",9902.17.08
Unicycles (provided for in 8712.00.50),9902.17.09
"Disc brakes designed for bicycles, and parts thereof (provided for in 8714.94.90)",9902.17.10
"""Z""-shaped water bottle holders (cages) of alloy or composite material, designed for use on bicycles (provided for in 8714.99.80)",9902.17.11
"Wide angle reflectors, designed for use on bicycles (provided for in 8714.99.80)",9902.17.12
"One-piece baby strollers, each with non-detachable seat; with foldable, non-removable anchor points designed for car seat mounting and a folding mechanism designed to allow the backrest to collapse forward against the stroller seat (provided for in heading 8715.00.00)",9902.17.13
"Baby strollers, each with chassis presented with removable seat and removable bassinet, with the seat designed to be attached to the chassis base plate, with the seat backrest designed to allow a child to be in a reclining position or to be supported at varying backrest angles; the foregoing not including any such stroller with a tilting or tilted seat only (provided for in heading 8715.00.00)",9902.17.14
"Projection lenses, each with focal length of 1.13 m or more but not over 36.94 m and a throw ratio of 0.66 m or more but not over 9.23 m, the foregoing not exceeding 8 kg in weight (provided for in subheading 9002.11.40)",9902.17.15
"Projection lenses, each with focal length of 19.68 mm or more but not over 132.0 mm, throw ratio of 0.28:1 or more but not over 7.10:1 and focus range optical 0.45 m or more but not over 40 m, the foregoing not exceeding 5.4 kg in weight (provided for in subheading 9002.11.40)",9902.17.16
"Swim goggles, protective, with silicone head straps (provided for in subheading 9004.90.00)",9902.17.17
"Projection screens, each measuring 11 m or more but not over 22 m in width, of acoustically transparent perforated material (provided for in subheading 9010.60.00)",9902.17.18
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring not over 58.42 cm (provided for in subheading 9013.80.90)",9902.17.19
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 58.42 cm but not over 78.74 cm (provided for in subheading 9013.80.90)",9902.17.20
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 78.74 cm but not over 81.28 cm (provided for in subheading 9013.80.90)",9902.17.21
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 81.28 cm but not over 99.06 cm (provided for in subheading 9013.80.90)",9902.17.22
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 99.06 cm but not over 101.6 cm (provided for in subheading 9013.80.90)",9902.17.23
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 101.6 cm but not over 124.46 cm (provided for in subheading 9013.80.90)",9902.17.24
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 124.46 cm but not over 137.16 cm (provided for in subheading 9013.80.90)",9902.17.25
"Liquid crystal display (LCD) television panel assemblies, each with a video display diagonal measuring over 137.16 cm (provided for in subheading 9013.80.90)",9902.17.26
"Optical attenuators designed to reduce the power level of an optical signal, either in free space or in an optical fiber, such instruments or apparatus specifically designed for telecommunications (provided for in subheading 9013.80.90).",9902.17.27
Bicycle speedometers (provided for in 9029.20.20),9902.17.28
"Oscilloscopes and oscillographs, having a bandwidth range of 20 GHz to 90 GHz and a sampling rate range of 50 megabytes per second (50 Mbps) to 80 gigabytes per second (80 Gbps), each with 1 to 16 measurement channels, internal hard drive, 1 to 4 interchangeable measurement modules and a color touch screen measuring over 25 cm but not over 28 cm (provided for in subheading 9030.20.10), the foregoing other than hand-held",9902.17.29
Hand-held oscilloscopes (provided for in subheading 9030.20.10),9902.17.30
"Multimeters, each without recording device, not intended to be hand-held, having either 4-1/2, 5-1/2, 6-1/2, 7-1/2 or 8-1/2 digits of measurement accuracy, with or without LXI (LAN extension for instruments) standard and with either a color or non-color single or dual display screen (provided for in subheading 9030.31.00).",9902.17.31
"True RMS (root mean square) multimeters, without recording device, hand-held, each having either 3-1/2, 4 or 4-1/2 digits of measurement accuracy and either a liquid crystal display (LCD) or organic light emitting diode (OLED) display screen, designed to provide one or more of the following measurements: DCV, ACV, DCI, ACI, 2 and/or 4 wire resistance, frequency, continuity, diode test, capacitance, temperature, dB, switch counter, harmonic ratio, pulse width, delay cycle and/or 4 to 20 mA percent scale (provided for in subheading 9030.31.00).",9902.17.32
"PXI 6-1/2 digit digital multimeters (DMM), each without recording device, not intended to be hand-held, having 6-1/2 digit of measurement accuracy, designed to provide basic measurements that may include DCV, ACV, DCI, ACI, 2 and 4 wire resistance, frequency, period, capacitance, temperature, duty cycle, counter and DC source (provided for in subheading 9030.31.00)",9902.17.33
"Digital multimeters, each having 8.5 digit resolution and having a recording device, certified by the importer as having 3 ppm direct current volts (DCV) accuracy (provided for in subheading 9030.32.00)",9902.17.34
"Impedance analyzers, having a frequency range of 20 Hz to 120 MHz and plus or minus 42 V peak maximum output, each with 1 to 4 measurement channels, a recording device and a color touch screen measuring over 25 cm but not over 28 cm (provided for in subheading 9030.84.00).",9902.17.35
"Electromagnetic interference (EMI) receivers, each having a frequency band range from 3 Hz to 44 GHz, conforming to LXI (Local area network eXtension for Instruments) standard, with two radio frequency (RF) inputs and with a color display screen with a display diagonal exceeding 20 cm but not exceeding 23 cm (provided for in subheading 9030.84.00).",9902.17.36
"Multifunction devices for calibrating electrical safety testers, each incorporating signal generator and multimeter, with a recording device (provided for in subheading 9030.84.00)",9902.17.37
"Local area network (LAN) eXtensions for Instrumentation (LXI) data acquisition/switch units, each having both a universal serial bus (USB) and LAN terminal using the LXI standard, having a 3-slot mainframe in rear for plug-in modules, capable of measuring 11 different input signals and having a built-in digital multimeter (DMM) with 6-1/2 digits (22 bits) of resolution (provided for in subheading 9030.89.01).",9902.17.38
"Signal generators, certified by the importer to be used for calibrating oscilloscopes, the foregoing each with five channels and no recording device (provided for in subheading 9030.89.01)",9902.17.39
"Signal generators, certified by the importer to be used for calibrating radio frequency measurement equipment, each presented without a recording device (provided for in subheading 9030.89.01)",9902.17.40
"Output-only signal generators, each with configurable phases and harmonics designed for calibrating power and energy equipment, the foregoing without a recording device (provided for in subheading 9030.89.01).",9902.17.41
"Battery-operated chiming melody clock movements, complete and assembled, valued over $5 each, suitable for use in the production of grandfather clocks, wall clocks and mantel clocks (provided for in subheading 9109.10.80)",9902.17.42
"Mechanical clock movements, presented complete and assembled, valued over $5 each, suitable for use in the production of grandfather clocks, wall clocks or mantel clocks (provided for in subheading 9109.90.60)",9902.17.43
"Chime melody rod assemblies and parts thereof, the foregoing suitable for use in the production of grandfather clocks, wall clocks and mantel clocks (provided for in subheading 9114.90.50)",9902.17.44
"Pillows, cushions and similar furnishings of cotton, each measuring over 4,000 cm² (provided for in subheading 9404.90.10)",9902.17.45
"Pillows, cushions and similar furnishings, the foregoing of materials other than cotton, each measuring over 4,000 cm² (provided for in subheading 9404.90.20)",9902.17.46
"Electric light emitting diode (LED) lighting fittings, of base metal other than of brass, whether ceiling (hanging) or wall mounted, each with LED light source concealed above a quartz cylinder and designed to create a total internal reflection (provided for in subheading 9405.10.60)",9902.17.47
"Electric table or desk light-emitting diode (LED) task lamps, of base metal other than of brass, each with interchangeable mounting options including bases, clamps or other mounts (provided for in subheading 9405.20.60)",9902.17.48
"Electric table or desk light-emitting diode (LED) task lamps, of base metal other than of brass, each with ball joints to allow multiple positions of the lamp head relative to the base (provided for in subheading 9405.20.60)",9902.17.49
"Electric table or desk light-emitting diode (LED) task lamps, of base metal other than of brass, each incorporating a reflector designed to reflect light from the LED in the stem of the lamp (provided for in subheading 9405.20.60)",9902.17.50
"Light emitting diode (LED) motion-activated security lantern kits, of a kind used for exterior lighting, such lanterns of base metal and having antique bronze finish, each with frosted glass, with an integrated photocell and motion sensor, and with a wall mounting bracket (provided for in subheading 9405.40.60)",9902.17.51
"Emergency lights, of base metal other than of brass, round or elongated in shape, measuring between 6 and 12 cm in height, each containing incandescent lamp, lamp holder, reflector, clear glass lens with drain hole, pressure can and electrical pigtail with connector; the foregoing configured to be mounted to the exterior of an aircraft and designed for illuminating egress paths on or around the aircraft during an emergency evacuation (provided for in subheading 9405.40.60)",9902.17.52
"Exterior lights, of base metal other than of brass, such lights round in shape, with a height of 11.5 cm or more but not over 12 cm and a weight not over 1.3 kg, each containing a halogen lamp, lamp holder, reflector, autotransformer and electrical connector, the foregoing configured to be mounted to the exterior of an aircraft and designed for illuminating the top surface, leading edge and engine nacelle areas of the aircraft wings for wing icing detection (provided for in subheading 9405.40.60)",9902.17.53
"Clear or frosted columnar globes or shades, certified by the importer as of extruded borosilicate glass; the foregoing measuring 2.54 cm or more but not over 30.48 cm in length and 2.54 cm or more but not over 20.32 cm in diameter, each with circular openings at the top and bottom, designed for use on portable non-electrical lanterns for outdoor use (provided for in subheading 9405.91.40)",9902.17.54
"Ski bindings (other than for cross-country skis), valued not over $55 each (provided for in subheading 9506.12.80)",9902.17.55
"Golf club driver heads, each stamped or otherwise permanently marked to indicate a loft of 9.5 degrees (provided for in subheading 9506.39.00)",9902.17.56
"Golf club driver heads, each stamped or otherwise permanently marked to indicate a loft over 9.5 degrees (provided for in subheading 9506.39.00)",9902.17.57
"Golf club driver heads, each stamped or otherwise permanently marked to indicate a loft under 9.5 degrees (provided for in subheading 9506.39.00)",9902.17.58
"Golf club heads designed for clubs designated as 1-irons, 2-irons, 3-irons, 4-irons or 5-irons (provided for in subheading 9506.39.00)",9902.17.59
"Golf club hybrid heads, each stamped or otherwise permanently marked as such (provided for in subheading 9506.39.00)",9902.17.60
"Golf club wedge heads, each stamped or permanently marked to indicate a loft of 56 degrees or less (provided for in subheading 9506.39.00)",9902.17.61
Golf club heads designed for clubs designated as 6-irons and 7-irons (provided for in subheading 9506.39.00),9902.17.62
Golf club heads designed for clubs designated as 8-irons and 9-irons (provided for in subheading 9506.39.00),9902.17.63
"Golf club wedge heads, each stamped or otherwise permanently marked to indicate a loft of greater than 56 degrees (provided for in subheading 9506.39.00)",9902.17.64
Golf club putter heads (provided for in subheading 9506.39.00),9902.17.65
"Tennis rackets, strung and packaged for retail sale (provided for in subheading 9506.51.20)",9902.17.70
"Lawn-tennis rackets, unstrung (provided for in subheading 9506.51.40)",9902.17.71
Racquetball rackets (provided for in subheading 9506.59.80),9902.17.72
Squash rackets (provided for in subheading 9506.59.80),9902.17.73
Inflatable volleyballs (provided for in subheading 9506.62.80),9902.17.74
"Inflatable basketballs, each having an external surface other than of leather or of rubber (provided for in subheading 9506.62.80)",9902.17.75
Inflatable basketballs with outer surface of leather (provided for in subheading 9506.62.80),9902.17.76
"Inflatable basketballs, each with an outer surface of rubber (provided for in subheading 9506.62.80)",9902.17.77
"Noninflatable hollow racquetballs, not over 19 cm in diameter (provided for in subheading 9506.69.40)",9902.17.78
"Fitness equipment designed for circuit training, each unit comprising a steel frame and standing platform incorporating six handles attached to cables and pulleys with variable resistance levels, with an electronic control panel capable of the wireless exchange of data and having a multicolored light-emitting diode (LED) grid (provided for in subheading 9506.91.00)",9902.17.79
"Fitness equipment designed for in-home use, each unit incorporating two independent treadmill decks with separately moving belts that rotate around a mechanical treadle and simultaneously move up and down during use, designed to allow progressive amounts of resistance and combine the functions of a treadmill, a stair climber and an elliptical machine (provided for in subheading 9506.91.00)",9902.17.80
"Fitness equipment, with pivoting handles and foot pedals that perform alternating movements which combine the motions of a stepper and an elliptical machine, driving simultaneously a radial fan and magnetic brake in the base, equipped with an electronic control console incapable of the wireless exchange of data, with non-backlit LCD display and presented with a heart-rate monitor chest strap (provided for in subheading 9506.91.00)",9902.17.81
Exercise and yoga mats of synthetic material (provided for in subheading 9506.91.00),9902.17.82
"Fitness equipment, with pivoting handles and foot pedals that perform alternating movements which combine the motions of a stepper and an elliptical machine, driving simultaneously a radial fan and magnetic brake in the base, equipped with an electronic control console capable of the wireless exchange of data, with backlit LCD display and heart rate monitor (provided for in subheading 9506.91.00)",9902.17.83
"Speed bags, free standing heavy bags, heavy bag stands of steel, speed bags with inflatable balls and heavy bag shells (provided for in subheading 9506.91.00)",9902.17.84
"Upright, recumbent and semi-recumbent exercise cycles (provided for in subheading 9506.91.00)",9902.17.85
"Adjustable-weight fitness dumbbells, each ranging from 2 kg to not more than 30 kg, having the capability for wireless exchange of data, incorporating a rotating single handle grip that interlocks disks with weight plates supported by a fitted plastic base, whether or not presented packaged with units that are not capable of wireless exchange of data (provided for in subheading 9506.91.00).",9902.17.86
"Adjustable-weight fitness dumbbells without Bluetooth capability, each ranging from 2 kg to not more than 30 kg, certified by the importer as incorporating a rotating single handle grip that interlocks disks with weight plates, supported by a fitted plastic base (provided for in subheading 9506.91.00)",9902.17.87
"Fitness equipment, each unit with pivoting handles and foot pedals with steel footbeds to allow the user to perform alternating movements (whether or not also with stationary handles), combining the motions of a stepper and an elliptical machine, and driving simultaneously a radial fan and magnetic brake in the base; with an electronic control console having a backlit liquid crystal display/light-emitting diode (LCD/LED) display and capable of the wireless exchange of data; having an integrated heart rate monitor with optional chest strap (provided for in subheading 9506.91.00)",9902.17.88
"Adjustable-weight fitness dumbbells, each allowing the user to choose a weight from a range of either 2 kg or more but not over 26 kg or 4 kg or more but not over 46 kg, certified by the importer as incorporating rotating end dials that interlock disks with weight plates supported by a fitted plastic base (provided for in subheading 9506.91.00)",9902.17.89
"Inflatable tetherballs, each with rope attachment (provided for in subheading 9506.99.60)",9902.17.90
